symbol,timeframe,type,entry_time,entry_price,exit_time,exit_price,reason,pnl,duration
QTUM/USDT,1d,SHORT,2025-06-30 00:00:00,1.971,2025-07-01 00:00:00,1.907333333333333,TP1+TP2,0.03230170810079502,1
TFUEL/USDT,1d,LONG,2024-03-31 00:00:00,0.10479,2024-04-01 00:00:00,0.09770333333333332,TP2,-0.06762731812832018,1
ZEN/USDT,1d,LONG,2024-03-29 00:00:00,14.84,2024-04-01 00:00:00,13.67,SL_CANDLE,-0.07884097035040431,3
ZEN/USDT,1d,LONG,2024-11-23 00:00:00,10.54,2024-11-24 00:00:00,12.412097581879008,TP2,0.17761836640218304,1
ZEN/USDT,1d,LONG,2024-12-20 00:00:00,26.12,2024-12-21 00:00:00,29.000895853228183,TP2,0.11029463450337604,1
ZEN/USDT,1d,SHORT,2025-08-25 00:00:00,7.384,2025-08-26 00:00:00,7.355745147266553,TP2,0.003826496849058365,1
ZEN/USDT,1d,LONG,2025-10-26 00:00:00,13.277,2025-10-30 00:00:00,11.66,SL_VWAP,-0.1217895608947804,4
KSM/USDT,1d,LONG,2023-12-16 00:00:00,31.25,2023-12-18 00:00:00,28.09,SL_CANDLE,-0.10112,2
KSM/USDT,1d,LONG,2024-03-11 00:00:00,55.29,2024-03-12 00:00:00,56.09972299001146,TP2,0.014645017001473293,1
KSM/USDT,1d,SHORT,2024-10-25 00:00:00,16.6,2024-10-26 00:00:00,16.966995539421852,TP2,-0.022108165025412678,1
KSM/USDT,1d,SHORT,2025-02-24 00:00:00,18.11,2025-02-25 00:00:00,17.674873064333,TP2,0.02402688766797351,1
KSM/USDT,1d,SHORT,2025-02-28 00:00:00,19.65,2025-03-01 00:00:00,19.95,SL_CANDLE,-0.015267175572519122,1
GAS/USDT,1d,LONG,2023-10-24 00:00:00,3.102,2023-10-26 00:00:00,3.102,SL_BE,0.003657953600838691,2
GAS/USDT,1d,LONG,2025-08-16 00:00:00,3.413,2025-08-18 00:00:00,3.294,SL_CANDLE,-0.03486668619982414,2
GAS/USDT,1d,SHORT,2025-10-14 00:00:00,2.732,2025-11-01 00:00:00,2.5453332490396363,TP2,0.07904694008828077,18
CKB/USDT,1d,LONG,2023-12-16 00:00:00,0.003448,2023-12-17 00:00:00,0.003316,SL_VWAP,-0.03828306264501165,1
CKB/USDT,1d,LONG,2024-01-30 00:00:00,0.004053,2024-01-31 00:00:00,0.004715242318158701,TP2,0.1633955879986926,1
CKB/USDT,1d,LONG,2024-03-31 00:00:00,0.020281,2024-04-01 00:00:00,0.01884,SL_CANDLE,-0.07105172328780639,1
CKB/USDT,1d,SHORT,2025-01-18 00:00:00,0.010599,2025-01-19 00:00:00,0.009384076766931688,TP1+TP2,0.09451783177596318,1
CKB/USDT,1d,SHORT,2025-02-18 00:00:00,0.006145,2025-02-20 00:00:00,0.006569,SL_VWAP,-0.06899918633034986,2
CKB/USDT,1d,SHORT,2025-02-24 00:00:00,0.005924,2025-02-25 00:00:00,0.005739184782048038,TP2,0.03119770728426092,1
CKB/USDT,1d,SHORT,2025-10-14 00:00:00,0.003576,2025-10-30 00:00:00,0.003779,SL_CANDLE,-0.05676733780760616,16
YFI/USDT,1d,SHORT,2024-10-30 00:00:00,4924.0,2024-10-31 00:00:00,4700.625307540234,TP1+TP2,0.03894055171802046,1
YFI/USDT,1d,SHORT,2025-02-24 00:00:00,5547.0,2025-02-25 00:00:00,5484.737773892079,TP2,0.011224486408494931,1
YFI/USDT,1d,LONG,2025-08-22 00:00:00,5996.0,2025-08-25 00:00:00,5290.0,SL_CANDLE,-0.11774516344229487,3
MOVE/USDT,1d,SHORT,2025-10-14 00:00:00,0.084,2025-11-01 00:00:00,0.06833333333333334,TP2,0.17573790422369356,18
RVN/USDT,1d,LONG,2023-11-15 00:00:00,0.01883,2023-11-16 00:00:00,0.01794,SL_CANDLE,-0.047265002655337146,1
RVN/USDT,1d,LONG,2024-10-24 00:00:00,0.02125,2024-10-25 00:00:00,0.01671,SL_CANDLE,-0.2136470588235295,1
RVN/USDT,1d,SHORT,2025-01-16 00:00:00,0.02041,2025-01-17 00:00:00,0.02096,SL_CANDLE,-0.026947574718275275,1
RVN/USDT,1d,SHORT,2025-01-18 00:00:00,0.02049,2025-01-27 00:00:00,0.01722277110065184,TP2,0.1338819109732163,9
RVN/USDT,1d,SHORT,2025-02-24 00:00:00,0.01316,2025-02-25 00:00:00,0.013163797809605185,TP2,-0.0002885873560170824,1
AXL/USDT,1d,SHORT,2025-01-16 00:00:00,0.6479,2025-01-17 00:00:00,0.6668,SL_CANDLE,-0.02917116839018354,1
AXL/USDT,1d,SHORT,2025-01-19 00:00:00,0.5928,2025-01-22 00:00:00,0.6826,SL_CANDLE,-0.15148448043184884,3
ZRX/USDT,1d,SHORT,2025-02-24 00:00:00,0.2917,2025-02-25 00:00:00,0.28342737365169884,TP2,0.028360049188553893,1
ZRX/USDT,1d,SHORT,2025-03-21 00:00:00,0.2564,2025-03-24 00:00:00,0.2683,SL_CANDLE,-0.046411856474258835,3
ZRX/USDT,1d,SHORT,2025-10-14 00:00:00,0.2205,2025-11-01 00:00:00,0.19176666666666664,TP2,0.12799886719480766,18
KAVA/USDT,1d,SHORT,2025-08-11 00:00:00,0.3736,2025-08-12 00:00:00,0.3918,SL_VWAP,-0.04871520342612418,1
KAVA/USDT,1d,SHORT,2025-08-14 00:00:00,0.3569,2025-08-15 00:00:00,0.36157279021541816,TP2,-0.013092715649812736,1
MINA/USDT,1d,LONG,2023-11-23 00:00:00,0.6875,2023-11-24 00:00:00,0.7302593282902493,TP2,0.062195386603998995,1
MINA/USDT,1d,LONG,2023-12-20 00:00:00,0.8617,2023-12-21 00:00:00,0.9004894739585917,TP2,0.045015056236035356,1
MINA/USDT,1d,SHORT,2025-01-16 00:00:00,0.5806,2025-01-17 00:00:00,0.5986,SL_CANDLE,-0.03100241129865659,1
MINA/USDT,1d,SHORT,2025-01-18 00:00:00,0.5728,2025-01-19 00:00:00,0.5094809448022034,TP1+TP2,0.09368954051754297,1
MINA/USDT,1d,SHORT,2025-02-21 00:00:00,0.349,2025-02-22 00:00:00,0.3629,SL_VWAP,-0.03982808022922643,1
MINA/USDT,1d,SHORT,2025-02-24 00:00:00,0.3116,2025-02-25 00:00:00,0.3075734600888196,TP2,0.012922143489025689,1
MINA/USDT,1d,SHORT,2025-04-13 00:00:00,0.2075,2025-04-18 00:00:00,0.2075,SL_BE,0.009582560512998413,5
MINA/USDT,1d,SHORT,2025-08-24 00:00:00,0.1863,2025-08-25 00:00:00,0.1730538180958954,TP1+TP2,0.06043359286380644,1
MINA/USDT,1d,SHORT,2025-08-29 00:00:00,0.1783,2025-09-01 00:00:00,0.1763,TP2,0.01121704991587198,3
MINA/USDT,1d,SHORT,2025-10-14 00:00:00,0.1262,2025-11-01 00:00:00,0.1341,SL_CANDLE,-0.06259904912836758,18
T/USDT,1d,SHORT,2025-11-11 00:00:00,0.01241,2025-11-13 00:00:00,0.01241,SL_BE,0.006882979961546636,2
DGB/USDT,1d,LONG,2024-03-30 00:00:00,0.01564,2024-03-31 00:00:00,0.016914292324284447,TP1+TP2,0.06503516825522013,1
DGB/USDT,1d,SHORT,2025-08-25 00:00:00,0.00824,2025-08-27 00:00:00,0.00915,SL_CANDLE,-0.1104368932038834,2
DGB/USDT,1d,SHORT,2025-09-19 00:00:00,0.00813,2025-09-22 00:00:00,0.007770159745972947,TP2,0.044260793853266055,3
XVG/USDT,1d,LONG,2023-12-31 00:00:00,0.003969,2024-01-01 00:00:00,0.0040030000000000005,TP1+TP2,0.008566389518770515,1
XVG/USDT,1d,SHORT,2024-10-31 00:00:00,0.003569,2024-11-01 00:00:00,0.0035433333333333337,TP2,0.007191556925375864,1
XVG/USDT,1d,LONG,2024-12-12 00:00:00,0.015596,2024-12-14 00:00:00,0.015596,SL_BE,0.03241855367411014,2
XVG/USDT,1d,LONG,2025-11-17 00:00:00,0.008631,2025-11-18 00:00:00,0.008737919145751866,TP2,0.012387805092326022,1
XNO/USDT,1d,LONG,2023-11-28 00:00:00,0.736,2023-11-30 00:00:00,0.735,SL_VWAP,-0.0013586956521739143,2
XNO/USDT,1d,SHORT,2024-07-11 00:00:00,0.792,2024-07-13 00:00:00,0.844,SL_CANDLE,-0.06565656565656557,2
XNO/USDT,1d,SHORT,2024-10-25 00:00:00,0.802,2024-10-26 00:00:00,0.8020297691728892,TP2,-3.711866943778646e-05,1
XNO/USDT,1d,SHORT,2024-10-31 00:00:00,0.83,2024-11-01 00:00:00,0.82,TP1+TP2,0.012048192771084348,1
XNO/USDT,1d,SHORT,2025-08-29 00:00:00,0.896,2025-08-31 00:00:00,0.867855247323303,TP2,0.03141155432667079,2
XNO/USDT,1d,LONG,2025-11-17 00:00:00,1.209,2025-11-18 00:00:00,1.072,SL_VWAP,-0.11331679073614558,1
ZIL/USDT,1d,SHORT,2023-10-18 00:00:00,0.01657,2023-10-21 00:00:00,0.01717,SL_CANDLE,-0.03621001810500904,3
ZIL/USDT,1d,LONG,2023-12-12 00:00:00,0.02355,2023-12-13 00:00:00,0.02234,SL_CANDLE,-0.051380042462845124,1
ZIL/USDT,1d,SHORT,2024-01-12 00:00:00,0.02172,2024-01-14 00:00:00,0.02172,SL_BE,0.003245728482437768,2
ZIL/USDT,1d,SHORT,2025-09-22 00:00:00,0.01085,2025-09-23 00:00:00,0.010810918589062999,TP2,0.0036019733582489657,1
ASTR/USDT,1d,LONG,2023-12-24 00:00:00,0.1075,2024-01-01 00:00:00,0.13853333333333331,TP2,0.2709306328497727,8
ASTR/USDT,1d,SHORT,2024-05-23 00:00:00,0.0912,2024-05-25 00:00:00,0.0912,SL_BE,0.006012437337357251,2
ASTR/USDT,1d,SHORT,2024-05-26 00:00:00,0.0899,2024-05-27 00:00:00,0.093,SL_CANDLE,-0.03448275862068972,1
ASTR/USDT,1d,SHORT,2024-10-16 00:00:00,0.0602,2024-10-19 00:00:00,0.0602,SL_BE,0.004758093794059524,3
ASTR/USDT,1d,SHORT,2025-01-16 00:00:00,0.0612,2025-01-17 00:00:00,0.0636,SL_CANDLE,-0.03921568627450991,1
ASTR/USDT,1d,SHORT,2025-01-18 00:00:00,0.059,2025-01-19 00:00:00,0.05470143063724374,TP2,0.0728571078433264,1
ASTR/USDT,1d,SHORT,2025-11-11 00:00:00,0.01517,2025-11-14 00:00:00,0.013374796043474475,TP2,0.10082019408691698,3
ASTR/USDT,1d,SHORT,2025-11-28 00:00:00,0.01382,2025-12-01 00:00:00,0.012736666666666667,TP1+TP2,0.07838880849011097,3
CELO/USDT,1d,LONG,2023-12-14 00:00:00,0.598,2023-12-15 00:00:00,0.565,SL_VWAP,-0.05518394648829437,1
CELO/USDT,1d,SHORT,2025-01-18 00:00:00,0.646,2025-01-19 00:00:00,0.5789482741554492,TP1+TP2,0.08825540692634125,1
CELO/USDT,1d,SHORT,2025-06-12 00:00:00,0.3032,2025-06-13 00:00:00,0.2854793998579238,TP2,0.0584452511282197,1
CELO/USDT,1d,SHORT,2025-08-25 00:00:00,0.3085,2025-08-28 00:00:00,0.3347,SL_VWAP,-0.08492706645056726,3
CELO/USDT,1d,SHORT,2025-08-29 00:00:00,0.3112,2025-09-01 00:00:00,0.3058666666666667,TP2,0.017137960582690556,3
EDU/USDT,1d,SHORT,2024-01-12 00:00:00,0.62723,2024-01-13 00:00:00,0.63745,SL_VWAP,-0.016293863495049674,1
EDU/USDT,1d,LONG,2024-03-18 00:00:00,1.12674,2024-03-19 00:00:00,1.274142352754399,TP1+TP2,0.10734604503052744,1
EDU/USDT,1d,LONG,2025-01-17 00:00:00,0.6226,2025-01-18 00:00:00,0.6272658646688724,TP2,0.0074941610486224065,1
EDU/USDT,1d,SHORT,2025-02-13 00:00:00,0.3126,2025-02-18 00:00:00,0.2544560916450568,TP2,0.1593620450108979,5
COW/USDT,1d,LONG,2025-08-12 00:00:00,0.4303,2025-08-14 00:00:00,0.4005,SL_CANDLE,-0.06925400883104808,2
COW/USDT,1d,SHORT,2025-09-30 00:00:00,0.2594,2025-10-01 00:00:00,0.2689333333333333,TP2,-0.036751477769210804,1
ROSE/USDT,1d,SHORT,2023-10-17 00:00:00,0.04031,2023-10-19 00:00:00,0.04031,SL_BE,0.0009835081794772574,2
ROSE/USDT,1d,LONG,2024-02-22 00:00:00,0.12013,2024-02-23 00:00:00,0.11877,SL_VWAP,-0.011321068842087738,1
ROSE/USDT,1d,SHORT,2025-01-18 00:00:00,0.07828,2025-01-19 00:00:00,0.06707853729530913,TP1+TP2,0.12219671128600834,1
ROSE/USDT,1d,SHORT,2025-02-21 00:00:00,0.04175,2025-02-24 00:00:00,0.037317400052159146,TP1+TP2,0.08619610467846342,3
ROSE/USDT,1d,SHORT,2025-06-12 00:00:00,0.0269,2025-06-13 00:00:00,0.02541357260342997,TP2,0.055257524036060546,1
ROSE/USDT,1d,SHORT,2025-06-30 00:00:00,0.02528,2025-07-01 00:00:00,0.023743333333333335,TP1+TP2,0.0607858649789029,1
SUSHI/USDT,1d,LONG,2023-11-22 00:00:00,1.087,2023-11-23 00:00:00,1.1931222701278372,TP1+TP2,0.08216960421900502,1
SUSHI/USDT,1d,LONG,2024-11-18 00:00:00,0.816,2024-11-20 00:00:00,0.736,SL_CANDLE,-0.09803921568627447,2
SUSHI/USDT,1d,SHORT,2025-02-21 00:00:00,0.877,2025-02-22 00:00:00,0.905,SL_VWAP,-0.03192702394526799,1
SUSHI/USDT,1d,SHORT,2025-08-25 00:00:00,0.7386,2025-09-01 00:00:00,0.7367333333333334,TP2,0.0025273039082949946,7
SUSHI/USDT,1d,SHORT,2025-10-15 00:00:00,0.5564,2025-11-01 00:00:00,0.5059666666666667,TP2,0.10675845957400837,17
SC/USDT,1d,SHORT,2025-03-16 00:00:00,0.00327,2025-03-19 00:00:00,0.003432,SL_VWAP,-0.049541284403669804,3
SC/USDT,1d,SHORT,2025-06-12 00:00:00,0.003167,2025-06-13 00:00:00,0.003071012959928023,TP2,0.030308506495730046,1
SC/USDT,1d,SHORT,2025-10-14 00:00:00,0.002288,2025-11-01 00:00:00,0.0019509999588409686,TP2,0.13983317863999248,18
BLUR/USDT,1d,SHORT,2024-07-11 00:00:00,0.1616,2024-07-13 00:00:00,0.1697,SL_VWAP,-0.0501237623762376,2
BLUR/USDT,1d,SHORT,2025-01-18 00:00:00,0.221,2025-01-28 00:00:00,0.1715992628271521,TP2,0.1795836880725416,10
BLUR/USDT,1d,SHORT,2025-06-12 00:00:00,0.0848,2025-06-13 00:00:00,0.08087909629990492,TP2,0.04623707193508352,1
BIO/USDT,1d,LONG,2025-08-17 00:00:00,0.1354,2025-08-20 00:00:00,0.16023929068240006,TP2,0.18345118672378188,3
BIO/USDT,1d,LONG,2025-09-13 00:00:00,0.1693,2025-09-14 00:00:00,0.182549005435298,TP2,0.07825756311457767,1
BIO/USDT,1d,SHORT,2025-11-11 00:00:00,0.0744,2025-11-13 00:00:00,0.06824538189936827,TP2,0.08272336156763073,2
ID/USDT,1d,SHORT,2023-10-17 00:00:00,0.1797,2023-10-23 00:00:00,0.19093,SL_VWAP,-0.0624930439621591,6
ID/USDT,1d,SHORT,2024-08-11 00:00:00,0.358,2024-08-12 00:00:00,0.3759,SL_VWAP,-0.05000000000000008,1
ID/USDT,1d,SHORT,2025-03-14 00:00:00,0.2337,2025-03-16 00:00:00,0.2402,SL_CANDLE,-0.02781343602909716,2
ID/USDT,1d,SHORT,2025-11-11 00:00:00,0.0975,2025-11-13 00:00:00,0.0975,SL_BE,0.008776988207691044,2
VTHO/USDT,1d,LONG,2023-12-18 00:00:00,0.002416,2023-12-20 00:00:00,0.002416,SL_BE,0.02526473577200196,2
VTHO/USDT,1d,LONG,2024-02-18 00:00:00,0.005576,2024-02-20 00:00:00,0.004667,SL_CANDLE,-0.16302008608321378,2
VTHO/USDT,1d,SHORT,2024-08-11 00:00:00,0.001937,2024-08-12 00:00:00,0.002012,SL_VWAP,-0.038719669592152804,1
VTHO/USDT,1d,SHORT,2025-01-19 00:00:00,0.002329,2025-01-20 00:00:00,0.002249493278329618,TP2,0.034137707887669344,1
VTHO/USDT,1d,LONG,2025-01-21 00:00:00,0.006744,2025-01-23 00:00:00,0.006744,SL_BE,0.06372684276928317,2
VTHO/USDT,1d,SHORT,2025-05-23 00:00:00,0.002474,2025-05-29 00:00:00,0.002309446225414379,TP2,0.06651324760938598,6
VTHO/USDT,1d,SHORT,2025-08-25 00:00:00,0.001801,2025-08-26 00:00:00,0.00178558044226711,TP2,0.008561664482448673,1
GMX/USDT,1d,SHORT,2024-02-13 00:00:00,42.02,2024-02-14 00:00:00,43.99,SL_CANDLE,-0.04688243693479292,1
GMX/USDT,1d,SHORT,2025-01-18 00:00:00,24.15,2025-01-20 00:00:00,24.15,SL_BE,0.007099257585256396,2
GMX/USDT,1d,SHORT,2025-03-16 00:00:00,14.47,2025-03-19 00:00:00,14.47,SL_BE,0.004350210432793141,3
HOT/USDT,1d,LONG,2024-11-15 00:00:00,0.002056,2024-11-17 00:00:00,0.002056,SL_BE,0.011572543086093881,2
HOT/USDT,1d,SHORT,2025-10-14 00:00:00,0.00071,2025-10-17 00:00:00,0.000745,SL_CANDLE,-0.0492957746478873,3
