symbol,timeframe,type,entry_time,entry_price,exit_time,exit_price,reason,pnl,duration
GRT/USDT,1d,SHORT,2025-02-21 00:00:00,0.1339,2025-02-22 00:00:00,0.1387,SL_VWAP,-0.03584764749813293,1
GRT/USDT,1d,SHORT,2025-08-24 00:00:00,0.0941,2025-08-25 00:00:00,0.08715504397085552,TP1+TP2,0.06429066438075212,1
KAIA/USDT,1d,LONG,2025-07-17 00:00:00,0.1626,2025-07-18 00:00:00,0.16832222357194554,TP2,0.03519202688773398,1
ETHFI/USDT,1d,SHORT,2025-01-18 00:00:00,1.889,2025-01-20 00:00:00,1.889,SL_BE,0.008240547930486834,2
ETHFI/USDT,1d,LONG,2025-08-22 00:00:00,1.284,2025-08-25 00:00:00,1.097,SL_VWAP,-0.14563862928348914,3
TWT/USDT,1d,LONG,2025-10-12 00:00:00,1.4581,2025-10-13 00:00:00,1.439,SL_VWAP,-0.01309923873534044,1
FLOKI/USDT,1d,LONG,2024-05-13 00:00:00,0.00018342,2024-05-14 00:00:00,0.00020240087140605543,TP1+TP2,0.08789423290068432,1
FLOKI/USDT,1d,LONG,2024-10-14 00:00:00,0.00015279,2024-10-15 00:00:00,0.00015126276660087942,TP2,-0.009995637143272387,1
FLOKI/USDT,1d,SHORT,2025-01-18 00:00:00,0.00016821,2025-01-19 00:00:00,0.0001426252300725835,TP1+TP2,0.12929001122154143,1
ENS/USDT,1d,LONG,2023-11-15 00:00:00,9.4,2023-11-16 00:00:00,9.609177849417096,TP2,0.022252962703946305,1
ENS/USDT,1d,LONG,2024-07-23 00:00:00,29.75,2024-07-25 00:00:00,25.6,SL_CANDLE,-0.13949579831932768,2
ENS/USDT,1d,SHORT,2024-10-31 00:00:00,16.79,2024-11-01 00:00:00,16.726666666666663,TP1+TP2,0.0037720865594601627,1
ENS/USDT,1d,SHORT,2025-02-21 00:00:00,26.38,2025-02-22 00:00:00,27.16,SL_VWAP,-0.02956785443517821,1
ENS/USDT,1d,SHORT,2025-02-24 00:00:00,23.97,2025-02-25 00:00:00,23.452359579884714,TP2,0.021595345019411134,1
IOTA/USDT,1d,LONG,2023-11-29 00:00:00,0.2553,2023-12-01 00:00:00,0.23539999999999997,TP2,-0.07794751273012164,2
SUN/USDT,1d,SHORT,2025-02-24 00:00:00,0.01821,2025-02-25 00:00:00,0.01745920019602672,TP1+TP2,0.03301366763905962,1
SUN/USDT,1d,LONG,2025-09-18 00:00:00,0.0244,2025-09-19 00:00:00,0.02664098453068239,TP1+TP2,0.07599069576782336,1
SUN/USDT,1d,LONG,2025-09-22 00:00:00,0.03234,2025-09-24 00:00:00,0.03234,SL_BE,0.013225254583396332,2
JST/USDT,1d,LONG,2023-10-20 00:00:00,0.02483,2023-10-22 00:00:00,0.02483,SL_BE,0.0011961690538378662,2
JST/USDT,1d,SHORT,2024-06-11 00:00:00,0.02928,2024-06-12 00:00:00,0.029269245712220802,TP2,0.0003672912492895496,1
JST/USDT,1d,LONG,2024-10-11 00:00:00,0.02998,2024-10-16 00:00:00,0.02998,SL_BE,0.003041562332082448,5
JST/USDT,1d,LONG,2024-11-15 00:00:00,0.03414,2024-11-17 00:00:00,0.03938635480467869,TP1+TP2,0.13272227862343516,2
JST/USDT,1d,SHORT,2025-06-22 00:00:00,0.03344,2025-06-23 00:00:00,0.03416,SL_CANDLE,-0.02153110047846906,1
JST/USDT,1d,SHORT,2025-09-21 00:00:00,0.03317,2025-09-22 00:00:00,0.03245476713328178,TP2,0.021562642952011494,1
JST/USDT,1d,SHORT,2025-10-16 00:00:00,0.03134,2025-10-19 00:00:00,0.03134,SL_BE,0.0028716059780845788,3
PENDLE/USDT,1d,LONG,2024-11-27 00:00:00,5.64,2024-12-01 00:00:00,5.7860000000000005,TP2,0.025886524822695177,4
PENDLE/USDT,1d,SHORT,2025-01-18 00:00:00,4.019,2025-01-20 00:00:00,4.019,SL_BE,0.020720068127100547,2
PENDLE/USDT,1d,SHORT,2025-11-11 00:00:00,2.672,2025-11-13 00:00:00,2.4821155988587584,TP2,0.05741642495581002,2
BAT/USDT,1d,SHORT,2025-02-24 00:00:00,0.164,2025-02-25 00:00:00,0.16267916197255392,TP2,0.008053890411256657,1
BAT/USDT,1d,SHORT,2025-03-26 00:00:00,0.154,2025-03-29 00:00:00,0.13731005044223651,TP2,0.09368207792706834,3
BAT/USDT,1d,LONG,2025-08-16 00:00:00,0.1688,2025-08-18 00:00:00,0.1532,SL_VWAP,-0.09241706161137442,2
BAT/USDT,1d,LONG,2025-10-12 00:00:00,0.1763,2025-10-13 00:00:00,0.23282612414001672,TP2,0.3206246406126869,1
PYTH/USDT,1d,LONG,2024-11-15 00:00:00,0.4213,2024-11-17 00:00:00,0.4213,SL_BE,0.005703965247629463,2
PYTH/USDT,1d,SHORT,2025-01-19 00:00:00,0.3192,2025-01-21 00:00:00,0.2974014651730214,TP2,0.06829114920732637,2
PYTH/USDT,1d,SHORT,2025-06-30 00:00:00,0.1047,2025-07-01 00:00:00,0.10099999999999999,TP1+TP2,0.035339063992359206,1
PYTH/USDT,1d,SHORT,2025-08-25 00:00:00,0.1107,2025-08-28 00:00:00,0.1261,SL_CANDLE,-0.139114724480578,3
BTT/USDT,1d,SHORT,2019-12-16 00:00:00,0.0002864,2019-12-17 00:00:00,0.000276199790030252,TP2,0.03561525827425977,1
BTT/USDT,1d,LONG,2021-01-24 00:00:00,0.0003774,2021-01-26 00:00:00,0.0003538,SL_CANDLE,-0.06253312135665084,2
BTT/USDT,1d,LONG,2021-04-17 00:00:00,0.0091161,2021-04-18 00:00:00,0.0077002,SL_CANDLE,-0.15531861212579945,1
BTT/USDT,1d,SHORT,2021-10-27 00:00:00,0.003334,2021-10-28 00:00:00,0.003308396657953963,TP2,0.007679466720467078,1
WIF/USDT,1d,SHORT,2025-01-19 00:00:00,1.536,2025-01-27 00:00:00,1.103600851266093,TP2,0.2815098624569707,8
WIF/USDT,1d,SHORT,2025-10-14 00:00:00,0.582,2025-11-01 00:00:00,0.528,TP1+TP2,0.09278350515463907,18
CFX/USDT,1d,LONG,2024-01-26 00:00:00,0.2267,2024-01-27 00:00:00,0.22389525766324314,TP2,-0.012372043832187346,1
CFX/USDT,1d,SHORT,2025-01-28 00:00:00,0.1414,2025-01-31 00:00:00,0.1593,SL_VWAP,-0.12659123055162658,3
CFX/USDT,1d,SHORT,2025-06-30 00:00:00,0.0747,2025-07-01 00:00:00,0.0772,SL_CANDLE,-0.033467202141900965,1
CFX/USDT,1d,SHORT,2025-10-14 00:00:00,0.1165,2025-10-21 00:00:00,0.1165,SL_BE,0.029406560771855005,7
LUNC/USDT,1d,LONG,2023-11-26 00:00:00,0.00010012,2023-11-27 00:00:00,0.00011771898426667673,TP2,0.17577890797719475,1
LUNC/USDT,1d,SHORT,2025-03-18 00:00:00,6.301e-05,2025-03-19 00:00:00,6.563e-05,SL_VWAP,-0.04158070147595618,1
LUNC/USDT,1d,SHORT,2025-08-25 00:00:00,5.733e-05,2025-08-28 00:00:00,6.092e-05,SL_CANDLE,-0.06261991976277687,3
LUNC/USDT,1d,SHORT,2025-10-14 00:00:00,4.246e-05,2025-10-16 00:00:00,4.375e-05,SL_CANDLE,-0.030381535562882783,2
HNT/USDT,1d,SHORT,2022-02-17 00:00:00,24.88,2022-02-19 00:00:00,23.742215467472906,TP2,0.04573088957102462,2
HNT/USDT,1d,SHORT,2022-07-29 00:00:00,9.16,2022-07-30 00:00:00,9.51,SL_CANDLE,-0.03820960698689952,1
FLOW/USDT,1d,LONG,2023-12-20 00:00:00,0.841,2023-12-21 00:00:00,0.9016203071330187,TP2,0.07208122132344673,1
FLOW/USDT,1d,SHORT,2024-10-30 00:00:00,0.543,2024-11-01 00:00:00,0.511,TP2,0.05289822840543976,2
FLOW/USDT,1d,SHORT,2025-02-24 00:00:00,0.468,2025-02-25 00:00:00,0.44702511669827305,TP2,0.04481812671309183,1
JASMY/USDT,1d,LONG,2024-11-16 00:00:00,0.02268,2024-11-20 00:00:00,0.02042,SL_CANDLE,-0.0996472663139329,4
JASMY/USDT,1d,LONG,2024-11-23 00:00:00,0.02591,2024-11-24 00:00:00,0.02667544061561353,TP2,0.029542285434717545,1
JASMY/USDT,1d,SHORT,2025-06-12 00:00:00,0.01378,2025-06-13 00:00:00,0.012881447677076987,TP2,0.06520699005246831,1
JASMY/USDT,1d,SHORT,2025-06-25 00:00:00,0.01317,2025-06-29 00:00:00,0.0138,SL_VWAP,-0.047835990888382716,4
JASMY/USDT,1d,SHORT,2025-10-14 00:00:00,0.01083,2025-10-23 00:00:00,0.01071,SL_VWAP,0.011080332409972169,9
ZRO/USDT,1d,SHORT,2025-02-24 00:00:00,2.486,2025-02-25 00:00:00,2.466216843972131,TP2,0.007957826238080922,1
ZRO/USDT,1d,SHORT,2025-06-12 00:00:00,2.048,2025-06-13 00:00:00,1.9475404830633019,TP2,0.049052498504247165,1
ZRO/USDT,1d,SHORT,2025-06-30 00:00:00,1.907,2025-07-01 00:00:00,1.8643333333333334,TP1+TP2,0.02237371088970458,1
GALA/USDT,1d,SHORT,2024-01-12 00:00:00,0.02596,2024-01-14 00:00:00,0.02596,SL_BE,0.006707076461606743,2
THETA/USDT,1d,SHORT,2025-04-13 00:00:00,0.706,2025-04-16 00:00:00,0.6344639152651821,TP2,0.1013258990578157,3
THETA/USDT,1d,SHORT,2025-08-25 00:00:00,0.762,2025-08-28 00:00:00,0.828,SL_VWAP,-0.08661417322834639,3
THETA/USDT,1d,SHORT,2025-08-29 00:00:00,0.779,2025-08-31 00:00:00,0.779,SL_BE,0.0022387886796005952,2
THETA/USDT,1d,SHORT,2025-10-14 00:00:00,0.573,2025-11-01 00:00:00,0.49666665612995453,TP2,0.1409860478958518,18
DCR/USDT,1d,LONG,2023-12-30 00:00:00,19.19,2023-12-31 00:00:00,18.33,SL_CANDLE,-0.04481500781657129,1
DCR/USDT,1d,SHORT,2024-05-19 00:00:00,19.28,2024-05-20 00:00:00,20.87,SL_CANDLE,-0.08246887966804978,1
DCR/USDT,1d,LONG,2024-11-18 00:00:00,13.95,2024-11-23 00:00:00,15.100519951981422,TP2,0.08247454852913425,5
DCR/USDT,1d,LONG,2025-07-30 00:00:00,16.46,2025-08-01 00:00:00,15.863333333333335,TP2,-0.018982260365085213,2
DCR/USDT,1d,LONG,2025-08-22 00:00:00,17.39,2025-08-24 00:00:00,16.83,SL_VWAP,-0.03220241518113871,2
GNO/USDT,1d,SHORT,2023-10-17 00:00:00,93.5,2023-10-19 00:00:00,95.3,SL_VWAP,-0.019251336898395692,2
GNO/USDT,1d,SHORT,2025-06-12 00:00:00,117.3,2025-06-13 00:00:00,114.60616021692954,TP2,0.02296538604493145,1
GNO/USDT,1d,SHORT,2025-11-11 00:00:00,121.04,2025-11-12 00:00:00,131.09,SL_CANDLE,-0.08303040317250493,1
DEXE/USDT,1d,SHORT,2024-08-11 00:00:00,7.587,2024-08-12 00:00:00,7.781,SL_VWAP,-0.025570054039804925,1
DEXE/USDT,1d,LONG,2025-01-30 00:00:00,21.026,2025-01-31 00:00:00,21.351622102972826,TP2,0.01548664049143089,1
DEXE/USDT,1d,SHORT,2025-04-23 00:00:00,14.17,2025-04-24 00:00:00,13.072067130999526,TP1+TP2,0.06636479254714388,1
COMP/USDT,1d,LONG,2024-01-19 00:00:00,57.72,2024-01-21 00:00:00,57.72,SL_BE,0.001930907525300376,2
COMP/USDT,1d,LONG,2024-03-13 00:00:00,91.06,2024-03-14 00:00:00,86.89,SL_CANDLE,-0.04579398198989679,1
COMP/USDT,1d,SHORT,2024-07-11 00:00:00,46.68,2024-07-12 00:00:00,47.93,SL_VWAP,-0.026778063410454155,1
COMP/USDT,1d,SHORT,2024-09-11 00:00:00,41.66,2024-09-12 00:00:00,43.42,SL_CANDLE,-0.04224675948151717,1
COMP/USDT,1d,SHORT,2024-10-31 00:00:00,43.02,2024-11-01 00:00:00,42.49333333333333,TP1+TP2,0.012242367890903551,1
COMP/USDT,1d,LONG,2024-12-12 00:00:00,112.53,2024-12-14 00:00:00,106.4,SL_VWAP,-0.05447436239225092,2
COMP/USDT,1d,SHORT,2025-02-24 00:00:00,50.51,2025-02-28 00:00:00,46.98819356362623,TP2,0.06972493439662969,4
COMP/USDT,1d,SHORT,2025-10-15 00:00:00,35.2,2025-10-17 00:00:00,37.36,SL_CANDLE,-0.06136363636363626,2
CHZ/USDT,1d,LONG,2024-01-20 00:00:00,0.1041,2024-01-26 00:00:00,0.11452927538630632,TP2,0.1001851622123566,6
CHZ/USDT,1d,LONG,2024-05-25 00:00:00,0.13624,2024-05-26 00:00:00,0.1365089594868268,TP2,0.0019741594746534525,1
CHZ/USDT,1d,SHORT,2025-01-18 00:00:00,0.0832,2025-01-19 00:00:00,0.07537969100409807,TP1+TP2,0.0798903977248682,1
CHZ/USDT,1d,SHORT,2025-03-28 00:00:00,0.04351,2025-04-01 00:00:00,0.04346333333333333,TP2,0.0010725503715621025,4
CHZ/USDT,1d,SHORT,2025-04-13 00:00:00,0.03725,2025-04-16 00:00:00,0.034774597607517554,TP2,0.0664537555028844,3
MANA/USDT,1d,LONG,2023-11-25 00:00:00,0.4646,2023-12-01 00:00:00,0.4360666772033787,TP2,-0.06141481445678282,6
MANA/USDT,1d,SHORT,2024-04-12 00:00:00,0.5166,2024-04-13 00:00:00,0.40329003898064003,TP2,0.21933790363794023,1
MANA/USDT,1d,LONG,2024-11-15 00:00:00,0.3486,2024-11-16 00:00:00,0.44992406304635985,TP1+TP2,0.2581116844610519,1
MANA/USDT,1d,SHORT,2025-03-28 00:00:00,0.2574,2025-03-29 00:00:00,0.24720471219628537,TP2,0.03960873272616413,1
MANA/USDT,1d,SHORT,2025-08-25 00:00:00,0.2746,2025-08-28 00:00:00,0.2961,SL_VWAP,-0.07829570284049513,3
MANA/USDT,1d,SHORT,2025-10-14 00:00:00,0.2712,2025-11-01 00:00:00,0.23109999473164392,TP2,0.1580307623346497,18
RAY/USDT,1d,LONG,2023-11-22 00:00:00,0.3892,2023-12-01 00:00:00,0.4451333333333333,TP2,0.14371360054813292,9
RAY/USDT,1d,SHORT,2024-09-11 00:00:00,1.455,2024-09-12 00:00:00,1.492,SL_CANDLE,-0.025429553264604755,1
RAY/USDT,1d,SHORT,2025-06-11 00:00:00,2.313,2025-06-18 00:00:00,1.9590461762839009,TP2,0.12923577337264963,7
RAY/USDT,1d,LONG,2025-08-22 00:00:00,3.572,2025-08-25 00:00:00,3.572,SL_BE,0.010981795301181409,3
RAY/USDT,1d,LONG,2025-09-17 00:00:00,3.402,2025-09-18 00:00:00,3.327,SL_VWAP,-0.022045855379188763,1
ZK/USDT,1d,SHORT,2025-04-13 00:00:00,0.0513,2025-04-15 00:00:00,0.04116251395046691,TP2,0.1549236602242138,2
ZK/USDT,1d,SHORT,2025-06-30 00:00:00,0.04693,2025-07-01 00:00:00,0.045033333333333335,TP1+TP2,0.04041480218765533,1
NEO/USDT,1d,LONG,2023-12-13 00:00:00,12.83,2023-12-14 00:00:00,13.096936726435475,TP2,0.020805668467301225,1
NEO/USDT,1d,LONG,2024-04-14 00:00:00,20.98,2024-04-16 00:00:00,20.98,SL_BE,0.0070575072687388,2
AR/USDT,1d,LONG,2023-12-20 00:00:00,9.376,2023-12-21 00:00:00,10.903811779009,TP1+TP2,0.13881947479883605,1
AR/USDT,1d,SHORT,2024-09-14 00:00:00,20.02,2024-09-15 00:00:00,19.210523796651344,TP1+TP2,0.034109978208401476,1
AR/USDT,1d,SHORT,2024-09-22 00:00:00,19.52,2024-09-23 00:00:00,21.06,SL_CANDLE,-0.07889344262295078,1
AR/USDT,1d,SHORT,2025-01-18 00:00:00,16.49,2025-01-20 00:00:00,16.49,SL_BE,0.013705036036263421,2
AR/USDT,1d,SHORT,2025-01-31 00:00:00,15.88,2025-02-01 00:00:00,14.589999523162838,TP1+TP2,0.08123428320104017,1
1INCH/USDT,1d,SHORT,2024-10-30 00:00:00,0.2598,2024-11-01 00:00:00,0.24456666666666668,TP2,0.05090132120472272,2
1INCH/USDT,1d,LONG,2024-12-12 00:00:00,0.5152,2024-12-14 00:00:00,0.4837,SL_CANDLE,-0.06114130434782603,2
XEC/USDT,1d,LONG,2023-12-27 00:00:00,4.018e-05,2023-12-28 00:00:00,3.9844606628680035e-05,TP2,-0.008347271560974697,1
XEC/USDT,1d,SHORT,2025-10-27 00:00:00,1.526e-05,2025-10-30 00:00:00,1.526e-05,SL_BE,0.01556858045228046,3
RUNE/USDT,1d,LONG,2024-03-20 00:00:00,9.376,2024-03-27 00:00:00,9.376,SL_BE,0.008051889662255373,7
RUNE/USDT,1d,LONG,2024-10-14 00:00:00,5.25,2024-10-15 00:00:00,5.2567141867954446,TP2,0.00127889272294182,1
RUNE/USDT,1d,SHORT,2025-01-18 00:00:00,3.762,2025-02-01 00:00:00,1.4726666666666663,TP2,0.49547726397343267,14
RUNE/USDT,1d,SHORT,2025-08-24 00:00:00,1.33,2025-08-25 00:00:00,1.2203746532716733,TP1+TP2,0.07038829895043196,1
EGLD/USDT,1d,SHORT,2024-05-29 00:00:00,39.68,2024-06-01 00:00:00,38.696666666666665,TP2,0.02525501356141607,3
EGLD/USDT,1d,SHORT,2025-01-19 00:00:00,32.08,2025-01-21 00:00:00,30.2441182810546,TP2,0.05722823313420817,2
EGLD/USDT,1d,SHORT,2025-02-24 00:00:00,20.37,2025-02-25 00:00:00,19.941835443149472,TP2,0.02101936950665336,1
EGLD/USDT,1d,SHORT,2025-04-21 00:00:00,13.97,2025-04-22 00:00:00,14.68,SL_CANDLE,-0.05082319255547595,1
EGLD/USDT,1d,SHORT,2025-08-25 00:00:00,14.22,2025-09-01 00:00:00,14.146666666666667,TP2,0.005157055789967239,7
EGLD/USDT,1d,SHORT,2025-09-22 00:00:00,13.1,2025-09-23 00:00:00,13.326363928162655,TP2,-0.017279689172721775,1
GLM/USDT,1d,LONG,2025-02-27 00:00:00,0.37,2025-03-01 00:00:00,0.3489333333333334,TP2,-0.039139551934217,2
FTT/USDT,1d,SHORT,2024-02-11 00:00:00,1.845,2024-02-14 00:00:00,1.845,SL_BE,0.014001122389956055,3
FTT/USDT,1d,SHORT,2024-04-12 00:00:00,1.3861,2024-04-13 00:00:00,1.261018236529404,TP2,0.09024007176292913,1
FTT/USDT,1d,SHORT,2024-04-23 00:00:00,1.4818,2024-04-26 00:00:00,1.5504,SL_VWAP,-0.04629504656498852,3
FTT/USDT,1d,LONG,2024-12-11 00:00:00,3.2226,2024-12-12 00:00:00,2.9824,SL_VWAP,-0.07453608887233903,1
FTT/USDT,1d,SHORT,2025-06-11 00:00:00,0.976,2025-06-18 00:00:00,0.8375796982877156,TP2,0.11750443313319572,7
FTT/USDT,1d,LONG,2025-09-23 00:00:00,1.1394,2025-09-24 00:00:00,1.1457333219232408,TP2,0.005558471057785568,1
RSR/USDT,1d,SHORT,2023-10-17 00:00:00,0.001771,2023-10-20 00:00:00,0.001771,SL_BE,0.006077529054744637,3
RSR/USDT,1d,LONG,2024-10-14 00:00:00,0.0071,2024-10-15 00:00:00,0.007269474633521811,TP2,0.023869666693212777,1
RSR/USDT,1d,SHORT,2025-06-25 00:00:00,0.006443,2025-06-28 00:00:00,0.00685,SL_CANDLE,-0.06316933105696108,3
APE/USDT,1d,SHORT,2024-01-12 00:00:00,1.442,2024-01-13 00:00:00,1.457,SL_VWAP,-0.010402219140083305,1
APE/USDT,1d,SHORT,2025-01-18 00:00:00,1.104,2025-01-27 00:00:00,0.8639484223290713,TP2,0.1763266312461109,9
APE/USDT,1d,SHORT,2025-10-14 00:00:00,0.4244,2025-10-23 00:00:00,0.4329,SL_VWAP,-0.020028275212064107,9
LPT/USDT,1d,LONG,2024-02-21 00:00:00,15.57,2024-02-23 00:00:00,13.83,SL_CANDLE,-0.11175337186897882,2
LPT/USDT,1d,LONG,2024-06-12 00:00:00,25.001,2024-06-13 00:00:00,24.54323804696391,TP2,-0.018309745731614358,1
LPT/USDT,1d,SHORT,2025-01-18 00:00:00,13.713,2025-01-19 00:00:00,12.019525735660997,TP1+TP2,0.09970521155907319,1
LPT/USDT,1d,LONG,2025-05-30 00:00:00,11.75,2025-06-01 00:00:00,9.087000000000002,TP2,-0.2266382978723403,2
LPT/USDT,1d,SHORT,2025-08-25 00:00:00,5.92,2025-08-26 00:00:00,6.703,SL_CANDLE,-0.13226351351351356,1
JTO/USDT,1d,LONG,2024-11-17 00:00:00,2.858,2024-11-20 00:00:00,2.622,SL_CANDLE,-0.08257522743177054,3
JTO/USDT,1d,LONG,2024-11-21 00:00:00,3.365,2024-11-22 00:00:00,3.667352013233162,TP2,0.0898520098761253,1
JTO/USDT,1d,LONG,2024-12-11 00:00:00,3.887,2024-12-12 00:00:00,4.029614225137906,TP2,0.036690050202702884,1
JTO/USDT,1d,LONG,2025-06-15 00:00:00,2.246,2025-06-16 00:00:00,2.3911127254499553,TP2,0.06460940581030959,1
JTO/USDT,1d,LONG,2025-06-28 00:00:00,2.252,2025-06-30 00:00:00,2.425286134668398,TP2,0.0769476619309051,2
JTO/USDT,1d,SHORT,2025-07-17 00:00:00,1.931,2025-07-18 00:00:00,1.978,SL_CANDLE,-0.02433972035214911,1
JTO/USDT,1d,SHORT,2025-09-11 00:00:00,1.846,2025-09-12 00:00:00,1.914,SL_CANDLE,-0.03683640303358604,1
JTO/USDT,1d,LONG,2025-09-17 00:00:00,2.052,2025-09-18 00:00:00,2.049818280545779,TP2,-0.0010632161082947632,1
DYDX/USDT,1d,LONG,2023-11-22 00:00:00,3.445,2023-11-25 00:00:00,3.445,SL_BE,0.019006527247907128,3
DYDX/USDT,1d,LONG,2024-02-23 00:00:00,3.24,2024-02-24 00:00:00,3.6325004307173834,TP2,0.12114210824610591,1
DYDX/USDT,1d,SHORT,2024-05-22 00:00:00,2.014,2024-05-23 00:00:00,1.8831148891279412,TP1+TP2,0.05443550218747089,1
DYDX/USDT,1d,SHORT,2024-05-29 00:00:00,2.027,2024-05-31 00:00:00,2.027,SL_BE,0.006010835422641466,2
DYDX/USDT,1d,LONG,2024-12-12 00:00:00,2.2189,2024-12-14 00:00:00,2.0696,SL_CANDLE,-0.06728559195998027,2
DYDX/USDT,1d,SHORT,2025-01-18 00:00:00,1.323,2025-01-27 00:00:00,0.9925664354973407,TP2,0.20058500200735657,9
DYDX/USDT,1d,SHORT,2025-06-30 00:00:00,0.5193,2025-07-01 00:00:00,0.5057333333333333,TP1+TP2,0.026124911740163157,1
AXS/USDT,1d,LONG,2023-11-25 00:00:00,6.34,2023-11-26 00:00:00,6.7419113176993255,TP2,0.06339295231850563,1
AXS/USDT,1d,SHORT,2025-08-25 00:00:00,2.206,2025-08-28 00:00:00,2.397,SL_VWAP,-0.08658204895738887,3
AXS/USDT,1d,SHORT,2025-08-29 00:00:00,2.251,2025-08-31 00:00:00,2.41,SL_CANDLE,-0.07063527321190594,2
CVX/USDT,1d,LONG,2023-11-22 00:00:00,3.771,2023-12-01 00:00:00,3.6453334525426224,TP2,-0.03332446233290307,9
CVX/USDT,1d,SHORT,2024-01-12 00:00:00,3.011,2024-01-18 00:00:00,2.86224007180334,TP2,0.04940548927155764,6
CVX/USDT,1d,LONG,2025-05-20 00:00:00,3.33,2025-05-22 00:00:00,3.6437333070854825,TP2,0.07703725488813189,2
CVX/USDT,1d,SHORT,2025-10-14 00:00:00,2.604,2025-11-01 00:00:00,2.2226666666666666,TP2,0.15315709298057856,18
SNX/USDT,1d,LONG,2023-11-14 00:00:00,2.608,2023-11-15 00:00:00,2.9319591745594398,TP1+TP2,0.10842942190398751,1
SNX/USDT,1d,SHORT,2024-08-14 00:00:00,1.338,2024-08-17 00:00:00,1.384,SL_CANDLE,-0.034379671150971465,3
SNX/USDT,1d,SHORT,2025-01-18 00:00:00,1.812,2025-01-27 00:00:00,1.4086936601902207,TP2,0.17692245372403664,9
SNX/USDT,1d,LONG,2025-09-24 00:00:00,0.914,2025-09-25 00:00:00,0.9292406590278397,TP2,0.016674681649715167,1
SNX/USDT,1d,LONG,2025-10-12 00:00:00,1.702,2025-10-13 00:00:00,2.448439946608472,TP2,0.4385663611095606,1
SNX/USDT,1d,LONG,2025-10-20 00:00:00,1.621,2025-10-21 00:00:00,1.477,SL_CANDLE,-0.08883405305367052,1
PROM/USDT,1d,LONG,2024-01-25 00:00:00,7.98,2024-01-31 00:00:00,6.664,SL_VWAP,-0.16491228070175445,6
PROM/USDT,1d,LONG,2024-02-21 00:00:00,12.958,2024-02-23 00:00:00,11.299,SL_VWAP,-0.12802901682358395,2
PROM/USDT,1d,LONG,2024-10-25 00:00:00,8.6,2024-10-26 00:00:00,6.644,SL_VWAP,-0.22744186046511622,1
PROM/USDT,1d,LONG,2025-01-12 00:00:00,6.99,2025-01-13 00:00:00,8.601161700800734,TP1+TP2,0.20337242309391634,1
PROM/USDT,1d,SHORT,2025-05-23 00:00:00,5.404,2025-05-24 00:00:00,5.3335267042780155,TP2,0.013040950355659598,1
PROM/USDT,1d,LONG,2025-08-11 00:00:00,9.411,2025-08-12 00:00:00,10.285137923444818,TP2,0.09288470124798838,1
PROM/USDT,1d,LONG,2025-09-14 00:00:00,9.402,2025-09-15 00:00:00,8.68,SL_CANDLE,-0.07679217187832371,1
SFP/USDT,1d,LONG,2023-12-16 00:00:00,0.7257,2023-12-18 00:00:00,0.6898,SL_CANDLE,-0.04946947774562497,2
SFP/USDT,1d,SHORT,2024-10-30 00:00:00,0.7115,2024-11-01 00:00:00,0.6774,TP2,0.04193122391242565,2
SFP/USDT,1d,SHORT,2025-01-19 00:00:00,0.6809,2025-01-20 00:00:00,0.726,SL_CANDLE,-0.06623586429725369,1
SFP/USDT,1d,SHORT,2025-03-20 00:00:00,0.5391,2025-03-22 00:00:00,0.5391,SL_BE,0.003559649916131565,2
SFP/USDT,1d,SHORT,2025-06-30 00:00:00,0.452,2025-07-01 00:00:00,0.44290000000000007,TP1+TP2,0.020132743362831728,1
SFP/USDT,1d,SHORT,2025-08-23 00:00:00,0.4735,2025-08-25 00:00:00,0.4344552744825266,TP2,0.06853523062888718,2
SFP/USDT,1d,SHORT,2025-11-28 00:00:00,0.341,2025-12-01 00:00:00,0.3156666666666666,TP1+TP2,0.07429130009775199,3
BEAM/USDT,1d,LONG,2021-04-13 00:00:00,1.915,2021-04-14 00:00:00,1.959273745216645,TP2,0.02311944919929246,1
SUPER/USDT,1d,LONG,2024-01-15 00:00:00,0.6169,2024-01-17 00:00:00,0.6169,SL_BE,0.0028043590211273466,2
SUPER/USDT,1d,LONG,2024-01-26 00:00:00,0.6641,2024-01-27 00:00:00,0.6782817434925135,TP2,0.021354831339426956,1
SUPER/USDT,1d,LONG,2025-05-18 00:00:00,0.8178,2025-05-19 00:00:00,0.7625,SL_VWAP,-0.06762044509660066,1
SUPER/USDT,1d,SHORT,2025-11-11 00:00:00,0.2978,2025-11-13 00:00:00,0.3306,SL_CANDLE,-0.11014103425117527,2
SUPER/USDT,1d,SHORT,2025-11-30 00:00:00,0.2434,2025-12-01 00:00:00,0.23173333333333337,TP1+TP2,0.04793207340454655,1
KAITO/USDT,1d,LONG,2025-09-28 00:00:00,1.4033,2025-09-29 00:00:00,1.5422828344678607,TP2,0.09904000175861238,1
QTUM/USDT,1d,LONG,2023-12-25 00:00:00,3.386,2023-12-26 00:00:00,3.169,SL_CANDLE,-0.06408741878322506,1
QTUM/USDT,1d,SHORT,2025-01-19 00:00:00,2.993,2025-01-20 00:00:00,2.95500139628092,TP2,0.0126958248309656,1
QTUM/USDT,1d,SHORT,2025-03-20 00:00:00,2.221,2025-03-24 00:00:00,2.221,SL_BE,0.011635085707209886,4
